DDI-DrugBank.d456.s0|DDI-DrugBank.d456.s0.e0|DDI-DrugBank.d456.s0.e1|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e4|DDI-DrugBank.d170.s5.e8|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e4|DDI-DrugBank.d170.s5.e9|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e4|DDI-DrugBank.d170.s5.e10|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e4|DDI-DrugBank.d170.s5.e11|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e4|DDI-DrugBank.d170.s5.e12|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e5|DDI-DrugBank.d170.s5.e6|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e5|DDI-DrugBank.d170.s5.e7|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e5|DDI-DrugBank.d170.s5.e8|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e5|DDI-DrugBank.d170.s5.e9|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e5|DDI-DrugBank.d170.s5.e10|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e5|DDI-DrugBank.d170.s5.e11|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e5|DDI-DrugBank.d170.s5.e12|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e6|DDI-DrugBank.d170.s5.e7|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e6|DDI-DrugBank.d170.s5.e8|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e6|DDI-DrugBank.d170.s5.e9|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e6|DDI-DrugBank.d170.s5.e10|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e6|DDI-DrugBank.d170.s5.e11|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e6|DDI-DrugBank.d170.s5.e12|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e7|DDI-DrugBank.d170.s5.e8|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e7|DDI-DrugBank.d170.s5.e9|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e7|DDI-DrugBank.d170.s5.e10|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e7|DDI-DrugBank.d170.s5.e11|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e7|DDI-DrugBank.d170.s5.e12|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e8|DDI-DrugBank.d170.s5.e9|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e8|DDI-DrugBank.d170.s5.e10|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e8|DDI-DrugBank.d170.s5.e11|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e8|DDI-DrugBank.d170.s5.e12|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e9|DDI-DrugBank.d170.s5.e10|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e9|DDI-DrugBank.d170.s5.e11|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e9|DDI-DrugBank.d170.s5.e12|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e10|DDI-DrugBank.d170.s5.e11|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e10|DDI-DrugBank.d170.s5.e12|effect
DDI-DrugBank.d170.s5|DDI-DrugBank.d170.s5.e11|DDI-DrugBank.d170.s5.e12|effect
DDI-DrugBank.d170.s7|DDI-DrugBank.d170.s7.e0|DDI-DrugBank.d170.s7.e1|effect
DDI-DrugBank.d170.s7|DDI-DrugBank.d170.s7.e0|DDI-DrugBank.d170.s7.e2|effect
DDI-DrugBank.d170.s7|DDI-DrugBank.d170.s7.e0|DDI-DrugBank.d170.s7.e3|effect
DDI-DrugBank.d170.s7|DDI-DrugBank.d170.s7.e0|DDI-DrugBank.d170.s7.e4|effect
DDI-DrugBank.d170.s7|DDI-DrugBank.d170.s7.e1|DDI-DrugBank.d170.s7.e2|effect
DDI-DrugBank.d170.s7|DDI-DrugBank.d170.s7.e1|DDI-DrugBank.d170.s7.e3|effect
DDI-DrugBank.d170.s7|DDI-DrugBank.d170.s7.e1|DDI-DrugBank.d170.s7.e4|effect
DDI-DrugBank.d170.s7|DDI-DrugBank.d170.s7.e2|DDI-DrugBank.d170.s7.e3|effect
DDI-DrugBank.d170.s7|DDI-DrugBank.d170.s7.e2|DDI-DrugBank.d170.s7.e4|effect
DDI-DrugBank.d170.s7|DDI-DrugBank.d170.s7.e3|DDI-DrugBank.d170.s7.e4|effect
DDI-DrugBank.d112.s0|DDI-DrugBank.d112.s0.e0|DDI-DrugBank.d112.s0.e1|effect
DDI-DrugBank.d112.s1|DDI-DrugBank.d112.s1.e0|DDI-DrugBank.d112.s1.e1|effect
DDI-DrugBank.d336.s0|DDI-DrugBank.d336.s0.e0|DDI-DrugBank.d336.s0.e1|effect
DDI-DrugBank.d336.s1|DDI-DrugBank.d336.s1.e0|DDI-DrugBank.d336.s1.e1|effect
DDI-DrugBank.d477.s0|DDI-DrugBank.d477.s0.e0|DDI-DrugBank.d477.s0.e1|effect
DDI-DrugBank.d477.s1|DDI-DrugBank.d477.s1.e0|DDI-DrugBank.d477.s1.e1|effect
DDI-DrugBank.d477.s2|DDI-DrugBank.d477.s2.e0|DDI-DrugBank.d477.s2.e1|effect
DDI-DrugBank.d477.s3|DDI-DrugBank.d477.s3.e0|DDI-DrugBank.d477.s3.e1|effect
DDI-DrugBank.d477.s5|DDI-DrugBank.d477.s5.e0|DDI-DrugBank.d477.s5.e1|effect
DDI-DrugBank.d491.s1|DDI-DrugBank.d491.s1.e0|DDI-DrugBank.d491.s1.e1|effect
DDI-DrugBank.d491.s16|DDI-DrugBank.d491.s16.e0|DDI-DrugBank.d491.s16.e1|effect
DDI-DrugBank.d491.s16|DDI-DrugBank.d491.s16.e0|DDI-DrugBank.d491.s16.e2|effect
DDI-DrugBank.d491.s16|DDI-DrugBank.d491.s16.e1|DDI-DrugBank.d491.s16.e2|effect
DDI-DrugBank.d651.s0|DDI-DrugBank.d651.s0.e0|DDI-DrugBank.d651.s0.e1|effect
DDI-MedLine.d110.s0|DDI-MedLine.d110.s0.e0|DDI-MedLine.d110.s0.e1|effect
DDI-MedLine.d110.s0|DDI-MedLine.d110.s0.e0|DDI-MedLine.d110.s0.e2|effect
DDI-MedLine.d110.s0|DDI-MedLine.d110.s0.e1|DDI-MedLine.d110.s0.e2|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e0|DDI-MedLine.d110.s2.e1|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e0|DDI-MedLine.d110.s2.e2|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e0|DDI-MedLine.d110.s2.e3|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e0|DDI-MedLine.d110.s2.e4|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e0|DDI-MedLine.d110.s2.e5|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e1|DDI-MedLine.d110.s2.e2|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e1|DDI-MedLine.d110.s2.e3|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e1|DDI-MedLine.d110.s2.e4|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e1|DDI-MedLine.d110.s2.e5|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e2|DDI-MedLine.d110.s2.e3|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e2|DDI-MedLine.d110.s2.e4|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e2|DDI-MedLine.d110.s2.e5|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e3|DDI-MedLine.d110.s2.e4|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e3|DDI-MedLine.d110.s2.e5|effect
DDI-MedLine.d110.s2|DDI-MedLine.d110.s2.e4|DDI-MedLine.d110.s2.e5|effect
DDI-MedLine.d110.s3|DDI-MedLine.d110.s3.e0|DDI-MedLine.d110.s3.e1|effect
DDI-MedLine.d110.s4|DDI-MedLine.d110.s4.e0|DDI-MedLine.d110.s4.e1|effect
DDI-MedLine.d110.s4|DDI-MedLine.d110.s4.e0|DDI-MedLine.d110.s4.e2|effect
DDI-MedLine.d110.s4|DDI-MedLine.d110.s4.e1|DDI-MedLine.d110.s4.e2|effect
DDI-MedLine.d110.s5|DDI-MedLine.d110.s5.e0|DDI-MedLine.d110.s5.e1|effect
DDI-MedLine.d110.s5|DDI-MedLine.d110.s5.e0|DDI-MedLine.d110.s5.e2|effect
DDI-MedLine.d110.s5|DDI-MedLine.d110.s5.e1|DDI-MedLine.d110.s5.e2|effect
DDI-MedLine.d110.s6|DDI-MedLine.d110.s6.e0|DDI-MedLine.d110.s6.e1|effect
DDI-MedLine.d110.s6|DDI-MedLine.d110.s6.e0|DDI-MedLine.d110.s6.e2|effect
DDI-MedLine.d110.s6|DDI-MedLine.d110.s6.e0|DDI-MedLine.d110.s6.e3|effect
DDI-MedLine.d110.s6|DDI-MedLine.d110.s6.e1|DDI-MedLine.d110.s6.e2|effect
DDI-MedLine.d110.s6|DDI-MedLine.d110.s6.e1|DDI-MedLine.d110.s6.e3|effect
DDI-MedLine.d110.s6|DDI-MedLine.d110.s6.e2|DDI-MedLine.d110.s6.e3|effect
DDI-MedLine.d110.s7|DDI-MedLine.d110.s7.e0|DDI-MedLine.d110.s7.e1|effect
DDI-MedLine.d110.s8|DDI-MedLine.d110.s8.e0|DDI-MedLine.d110.s8.e1|effect
DDI-MedLine.d110.s9|DDI-MedLine.d110.s9.e0|DDI-MedLine.d110.s9.e1|effect
DDI-MedLine.d110.s9|DDI-MedLine.d110.s9.e0|DDI-MedLine.d110.s9.e2|effect
DDI-MedLine.d110.s9|DDI-MedLine.d110.s9.e1|DDI-MedLine.d110.s9.e2|effect
DDI-MedLine.d110.s10|DDI-MedLine.d110.s10.e0|DDI-MedLine.d110.s10.e1|effect
DDI-MedLine.d110.s13|DDI-MedLine.d110.s13.e0|DDI-MedLine.d110.s13.e1|effect
DDI-MedLine.d110.s14|DDI-MedLine.d110.s14.e0|DDI-MedLine.d110.s14.e1|effect
DDI-MedLine.d110.s14|DDI-MedLine.d110.s14.e0|DDI-MedLine.d110.s14.e2|effect
DDI-MedLine.d110.s14|DDI-MedLine.d110.s14.e0|DDI-MedLine.d110.s14.e3|effect
DDI-MedLine.d110.s14|DDI-MedLine.d110.s14.e1|DDI-MedLine.d110.s14.e2|effect
DDI-MedLine.d110.s14|DDI-MedLine.d110.s14.e1|DDI-MedLine.d110.s14.e3|effect
DDI-MedLine.d110.s14|DDI-MedLine.d110.s14.e2|DDI-MedLine.d110.s14.e3|effect
DDI-MedLine.d110.s15|DDI-MedLine.d110.s15.e0|DDI-MedLine.d110.s15.e1|effect
DDI-MedLine.d110.s15|DDI-MedLine.d110.s15.e0|DDI-MedLine.d110.s15.e2|effect
DDI-MedLine.d110.s15|DDI-MedLine.d110.s15.e0|DDI-MedLine.d110.s15.e3|effect
DDI-MedLine.d110.s15|DDI-MedLine.d110.s15.e1|DDI-MedLine.d110.s15.e2|effect
DDI-MedLine.d110.s15|DDI-MedLine.d110.s15.e1|DDI-MedLine.d110.s15.e3|effect
DDI-MedLine.d110.s15|DDI-MedLine.d110.s15.e2|DDI-MedLine.d110.s15.e3|effect
DDI-MedLine.d110.s16|DDI-MedLine.d110.s16.e0|DDI-MedLine.d110.s16.e1|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e0|DDI-DrugBank.d637.s0.e1|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e0|DDI-DrugBank.d637.s0.e2|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e0|DDI-DrugBank.d637.s0.e3|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e0|DDI-DrugBank.d637.s0.e4|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e0|DDI-DrugBank.d637.s0.e5|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e0|DDI-DrugBank.d637.s0.e6|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e1|DDI-DrugBank.d637.s0.e2|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e1|DDI-DrugBank.d637.s0.e3|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e1|DDI-DrugBank.d637.s0.e4|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e1|DDI-DrugBank.d637.s0.e5|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e1|DDI-DrugBank.d637.s0.e6|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e2|DDI-DrugBank.d637.s0.e3|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e2|DDI-DrugBank.d637.s0.e4|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e2|DDI-DrugBank.d637.s0.e5|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e2|DDI-DrugBank.d637.s0.e6|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e3|DDI-DrugBank.d637.s0.e4|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e3|DDI-DrugBank.d637.s0.e5|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e3|DDI-DrugBank.d637.s0.e6|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e4|DDI-DrugBank.d637.s0.e5|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e4|DDI-DrugBank.d637.s0.e6|effect
DDI-DrugBank.d637.s0|DDI-DrugBank.d637.s0.e5|DDI-DrugBank.d637.s0.e6|effect
DDI-DrugBank.d637.s1|DDI-DrugBank.d637.s1.e0|DDI-DrugBank.d637.s1.e1|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e0|DDI-DrugBank.d637.s2.e1|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e0|DDI-DrugBank.d637.s2.e2|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e0|DDI-DrugBank.d637.s2.e3|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e0|DDI-DrugBank.d637.s2.e4|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e0|DDI-DrugBank.d637.s2.e5|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e0|DDI-DrugBank.d637.s2.e6|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e1|DDI-DrugBank.d637.s2.e2|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e1|DDI-DrugBank.d637.s2.e3|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e1|DDI-DrugBank.d637.s2.e4|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e1|DDI-DrugBank.d637.s2.e5|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e1|DDI-DrugBank.d637.s2.e6|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e2|DDI-DrugBank.d637.s2.e3|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e2|DDI-DrugBank.d637.s2.e4|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e2|DDI-DrugBank.d637.s2.e5|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e2|DDI-DrugBank.d637.s2.e6|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e3|DDI-DrugBank.d637.s2.e4|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e3|DDI-DrugBank.d637.s2.e5|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e3|DDI-DrugBank.d637.s2.e6|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e4|DDI-DrugBank.d637.s2.e5|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e4|DDI-DrugBank.d637.s2.e6|effect
DDI-DrugBank.d637.s2|DDI-DrugBank.d637.s2.e5|DDI-DrugBank.d637.s2.e6|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e0|DDI-DrugBank.d554.s0.e1|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e0|DDI-DrugBank.d554.s0.e2|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e0|DDI-DrugBank.d554.s0.e3|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e0|DDI-DrugBank.d554.s0.e4|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e0|DDI-DrugBank.d554.s0.e5|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e1|DDI-DrugBank.d554.s0.e2|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e1|DDI-DrugBank.d554.s0.e3|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e1|DDI-DrugBank.d554.s0.e4|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e1|DDI-DrugBank.d554.s0.e5|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e2|DDI-DrugBank.d554.s0.e3|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e2|DDI-DrugBank.d554.s0.e4|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e2|DDI-DrugBank.d554.s0.e5|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e3|DDI-DrugBank.d554.s0.e4|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e3|DDI-DrugBank.d554.s0.e5|effect
DDI-DrugBank.d554.s0|DDI-DrugBank.d554.s0.e4|DDI-DrugBank.d554.s0.e5|effect
DDI-MedLine.d137.s0|DDI-MedLine.d137.s0.e0|DDI-MedLine.d137.s0.e1|effect
DDI-MedLine.d137.s1|DDI-MedLine.d137.s1.e0|DDI-MedLine.d137.s1.e1|effect
DDI-MedLine.d137.s9|DDI-MedLine.d137.s9.e0|DDI-MedLine.d137.s9.e1|effect
DDI-MedLine.d137.s9|DDI-MedLine.d137.s9.e0|DDI-MedLine.d137.s9.e2|effect
DDI-MedLine.d137.s9|DDI-MedLine.d137.s9.e1|DDI-MedLine.d137.s9.e2|effect
DDI-MedLine.d137.s10|DDI-MedLine.d137.s10.e0|DDI-MedLine.d137.s10.e1|effect
DDI-DrugBank.d177.s1|DDI-DrugBank.d177.s1.e0|DDI-DrugBank.d177.s1.e1|effect
DDI-DrugBank.d177.s1|DDI-DrugBank.d177.s1.e0|DDI-DrugBank.d177.s1.e2|effect
DDI-DrugBank.d177.s1|DDI-DrugBank.d177.s1.e1|DDI-DrugBank.d177.s1.e2|effect
DDI-DrugBank.d177.s3|DDI-DrugBank.d177.s3.e0|DDI-DrugBank.d177.s3.e1|effect
DDI-DrugBank.d177.s3|DDI-DrugBank.d177.s3.e0|DDI-DrugBank.d177.s3.e2|effect
DDI-DrugBank.d177.s3|DDI-DrugBank.d177.s3.e1|DDI-DrugBank.d177.s3.e2|effect
DDI-DrugBank.d210.s0|DDI-DrugBank.d210.s0.e0|DDI-DrugBank.d210.s0.e1|effect
DDI-DrugBank.d210.s0|DDI-DrugBank.d210.s0.e0|DDI-DrugBank.d210.s0.e2|effect
DDI-DrugBank.d210.s0|DDI-DrugBank.d210.s0.e1|DDI-DrugBank.d210.s0.e2|effect
DDI-DrugBank.d210.s1|DDI-DrugBank.d210.s1.e0|DDI-DrugBank.d210.s1.e1|effect
DDI-DrugBank.d210.s1|DDI-DrugBank.d210.s1.e0|DDI-DrugBank.d210.s1.e2|effect
DDI-DrugBank.d210.s1|DDI-DrugBank.d210.s1.e0|DDI-DrugBank.d210.s1.e3|effect
DDI-DrugBank.d210.s1|DDI-DrugBank.d210.s1.e1|DDI-DrugBank.d210.s1.e2|effect
DDI-DrugBank.d210.s1|DDI-DrugBank.d210.s1.e1|DDI-DrugBank.d210.s1.e3|effect
DDI-DrugBank.d210.s1|DDI-DrugBank.d210.s1.e2|DDI-DrugBank.d210.s1.e3|effect
DDI-DrugBank.d210.s2|DDI-DrugBank.d210.s2.e0|DDI-DrugBank.d210.s2.e1|effect
DDI-DrugBank.d210.s3|DDI-DrugBank.d210.s3.e0|DDI-DrugBank.d210.s3.e1|effect
DDI-DrugBank.d210.s3|DDI-DrugBank.d210.s3.e0|DDI-DrugBank.d210.s3.e2|effect
DDI-DrugBank.d210.s3|DDI-DrugBank.d210.s3.e0|DDI-DrugBank.d210.s3.e3|effect
DDI-DrugBank.d210.s3|DDI-DrugBank.d210.s3.e1|DDI-DrugBank.d210.s3.e2|effect
DDI-DrugBank.d210.s3|DDI-DrugBank.d210.s3.e1|DDI-DrugBank.d210.s3.e3|effect
DDI-DrugBank.d210.s3|DDI-DrugBank.d210.s3.e2|DDI-DrugBank.d210.s3.e3|effect
DDI-DrugBank.d210.s4|DDI-DrugBank.d210.s4.e0|DDI-DrugBank.d210.s4.e1|effect
DDI-DrugBank.d210.s4|DDI-DrugBank.d210.s4.e0|DDI-DrugBank.d210.s4.e2|effect
DDI-DrugBank.d210.s4|DDI-DrugBank.d210.s4.e1|DDI-DrugBank.d210.s4.e2|effect
DDI-DrugBank.d210.s5|DDI-DrugBank.d210.s5.e0|DDI-DrugBank.d210.s5.e1|effect
DDI-DrugBank.d210.s6|DDI-DrugBank.d210.s6.e0|DDI-DrugBank.d210.s6.e1|effect
DDI-DrugBank.d210.s7|DDI-DrugBank.d210.s7.e0|DDI-DrugBank.d210.s7.e1|effect
DDI-DrugBank.d210.s9|DDI-DrugBank.d210.s9.e0|DDI-DrugBank.d210.s9.e1|effect
DDI-DrugBank.d210.s10|DDI-DrugBank.d210.s10.e0|DDI-DrugBank.d210.s10.e1|effect
DDI-DrugBank.d210.s10|DDI-DrugBank.d210.s10.e0|DDI-DrugBank.d210.s10.e2|effect
DDI-DrugBank.d210.s10|DDI-DrugBank.d210.s10.e1|DDI-DrugBank.d210.s10.e2|effect
DDI-DrugBank.d210.s12|DDI-DrugBank.d210.s12.e0|DDI-DrugBank.d210.s12.e1|effect
DDI-DrugBank.d210.s12|DDI-DrugBank.d210.s12.e0|DDI-DrugBank.d210.s12.e2|effect
DDI-DrugBank.d210.s12|DDI-DrugBank.d210.s12.e1|DDI-DrugBank.d210.s12.e2|effect
DDI-DrugBank.d210.s13|DDI-DrugBank.d210.s13.e0|DDI-DrugBank.d210.s13.e1|effect
DDI-DrugBank.d210.s13|DDI-DrugBank.d210.s13.e0|DDI-DrugBank.d210.s13.e2|effect
DDI-DrugBank.d210.s13|DDI-DrugBank.d210.s13.e0|DDI-DrugBank.d210.s13.e3|effect
DDI-DrugBank.d210.s13|DDI-DrugBank.d210.s13.e1|DDI-DrugBank.d210.s13.e2|effect
DDI-DrugBank.d210.s13|DDI-DrugBank.d210.s13.e1|DDI-DrugBank.d210.s13.e3|effect
DDI-DrugBank.d210.s13|DDI-DrugBank.d210.s13.e2|DDI-DrugBank.d210.s13.e3|effect
DDI-DrugBank.d210.s15|DDI-DrugBank.d210.s15.e0|DDI-DrugBank.d210.s15.e1|effect
DDI-DrugBank.d210.s15|DDI-DrugBank.d210.s15.e0|DDI-DrugBank.d210.s15.e2|effect
DDI-DrugBank.d210.s15|DDI-DrugBank.d210.s15.e1|DDI-DrugBank.d210.s15.e2|effect
DDI-DrugBank.d210.s16|DDI-DrugBank.d210.s16.e0|DDI-DrugBank.d210.s16.e1|effect
DDI-DrugBank.d210.s16|DDI-DrugBank.d210.s16.e0|DDI-DrugBank.d210.s16.e2|effect
DDI-DrugBank.d210.s16|DDI-DrugBank.d210.s16.e0|DDI-DrugBank.d210.s16.e3|effect
DDI-DrugBank.d210.s16|DDI-DrugBank.d210.s16.e1|DDI-DrugBank.d210.s16.e2|effect
DDI-DrugBank.d210.s16|DDI-DrugBank.d210.s16.e1|DDI-DrugBank.d210.s16.e3|effect
DDI-DrugBank.d210.s16|DDI-DrugBank.d210.s16.e2|DDI-DrugBank.d210.s16.e3|effect
DDI-DrugBank.d210.s18|DDI-DrugBank.d210.s18.e0|DDI-DrugBank.d210.s18.e1|effect
DDI-DrugBank.d210.s18|DDI-DrugBank.d210.s18.e0|DDI-DrugBank.d210.s18.e2|effect
DDI-DrugBank.d210.s18|DDI-DrugBank.d210.s18.e1|DDI-DrugBank.d210.s18.e2|effect
DDI-DrugBank.d210.s19|DDI-DrugBank.d210.s19.e0|DDI-DrugBank.d210.s19.e1|effect
DDI-DrugBank.d210.s19|DDI-DrugBank.d210.s19.e0|DDI-DrugBank.d210.s19.e2|effect
DDI-DrugBank.d210.s19|DDI-DrugBank.d210.s19.e0|DDI-DrugBank.d210.s19.e3|effect
DDI-DrugBank.d210.s19|DDI-DrugBank.d210.s19.e1|DDI-DrugBank.d210.s19.e2|effect
DDI-DrugBank.d210.s19|DDI-DrugBank.d210.s19.e1|DDI-DrugBank.d210.s19.e3|effect
DDI-DrugBank.d210.s19|DDI-DrugBank.d210.s19.e2|DDI-DrugBank.d210.s19.e3|effect
DDI-DrugBank.d210.s20|DDI-DrugBank.d210.s20.e0|DDI-DrugBank.d210.s20.e1|effect
DDI-DrugBank.d210.s21|DDI-DrugBank.d210.s21.e0|DDI-DrugBank.d210.s21.e1|effect
DDI-DrugBank.d210.s21|DDI-DrugBank.d210.s21.e0|DDI-DrugBank.d210.s21.e2|effect
DDI-DrugBank.d210.s21|DDI-DrugBank.d210.s21.e0|DDI-DrugBank.d210.s21.e3|effect
DDI-DrugBank.d210.s21|DDI-DrugBank.d210.s21.e1|DDI-DrugBank.d210.s21.e2|effect
DDI-DrugBank.d210.s21|DDI-DrugBank.d210.s21.e1|DDI-DrugBank.d210.s21.e3|effect
DDI-DrugBank.d210.s21|DDI-DrugBank.d210.s21.e2|DDI-DrugBank.d210.s21.e3|effect
DDI-DrugBank.d210.s22|DDI-DrugBank.d210.s22.e0|DDI-DrugBank.d210.s22.e1|effect
DDI-DrugBank.d210.s22|DDI-DrugBank.d210.s22.e0|DDI-DrugBank.d210.s22.e2|effect
DDI-DrugBank.d210.s22|DDI-DrugBank.d210.s22.e1|DDI-DrugBank.d210.s22.e2|effect
DDI-DrugBank.d210.s23|DDI-DrugBank.d210.s23.e0|DDI-DrugBank.d210.s23.e1|effect
DDI-DrugBank.d210.s23|DDI-DrugBank.d210.s23.e0|DDI-DrugBank.d210.s23.e2|effect
DDI-DrugBank.d210.s23|DDI-DrugBank.d210.s23.e0|DDI-DrugBank.d210.s23.e3|effect
DDI-DrugBank.d210.s23|DDI-DrugBank.d210.s23.e1|DDI-DrugBank.d210.s23.e2|effect
DDI-DrugBank.d210.s23|DDI-DrugBank.d210.s23.e1|DDI-DrugBank.d210.s23.e3|effect
DDI-DrugBank.d210.s23|DDI-DrugBank.d210.s23.e2|DDI-DrugBank.d210.s23.e3|effect
